clean out needed for roof heater hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,roof heater hose,needs clean out
roof heater hose needs to be cleaned,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,roof heater hose,needs clean out
roof heater hose requires clean out,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,roof heater hose,needs clean out
clean out roof heater hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,roof heater hose,needs clean out
vims keypad light needs clean out,PhysicalObject/EmittingObject/LightObject,vims keypad light,needs clean out
clean out needed for vims keypad light,PhysicalObject/EmittingObject/LightObject,vims keypad light,needs clean out
vims keypad light needs cleaning out,PhysicalObject/EmittingObject/LightObject,vims keypad light,needs clean out
vims keypad light needs a clean out,PhysicalObject/EmittingObject/LightObject,vims keypad light,needs clean out
clean out required for vims keypad light,PhysicalObject/EmittingObject/LightObject,vims keypad light,needs clean out
cooler fan hose needs clean out,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,needs clean out
clean out needed for cooler fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,needs clean out
cooler fan hose needs to be cleaned,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,needs clean out
need clean out cooler fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,needs clean out
clean out cooler fan hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,needs clean out
brake switches need cleaning,PhysicalObject/HumanInteractionObject/HandInteractionObject,brake switches,need cleaning
cleaning needed for brake switches,PhysicalObject/HumanInteractionObject/HandInteractionObject,brake switches,need cleaning
brake switches need to be cleaned,PhysicalObject/HumanInteractionObject/HandInteractionObject,brake switches,need cleaning
need cleaning brake switches,PhysicalObject/HumanInteractionObject/HandInteractionObject,brake switches,need cleaning
clean brake switches needed,PhysicalObject/HumanInteractionObject/HandInteractionObject,brake switches,need cleaning
engine air conditioner hose needs replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine air conditioner hose,needs replaced
replace engine air conditioner hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine air conditioner hose,needs replaced
engine air conditioner hose needs to be replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine air conditioner hose,needs replaced
engine air conditioner hose requires replacement,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine air conditioner hose,needs replaced
engine air conditioner hose needs replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine air conditioner hose,needs replaced
fan hose needs replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,fan hose,needs replaced
replace fan hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,fan hose,needs replaced
fan hose needs to be replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,fan hose,needs replaced
fan hose requires replacement,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,fan hose,needs replaced
fan hose needs a replacement,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,fan hose,needs replaced
auto-greaser door window needs replacing,PhysicalObject/ControllingObject/SpaceAccessObject,auto-greaser door window,needs replacing
replace auto-greaser door window,PhysicalObject/ControllingObject/SpaceAccessObject,auto-greaser door window,needs replacing
auto-greaser door window needs a replacement,PhysicalObject/ControllingObject/SpaceAccessObject,auto-greaser door window,needs replacing
auto-greaser door window requires replacing,PhysicalObject/ControllingObject/SpaceAccessObject,auto-greaser door window,needs replacing
replacing needed for auto-greaser door window,PhysicalObject/ControllingObject/SpaceAccessObject,auto-greaser door window,needs replacing
engine pump hose needs repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,needs repair
needs repair engine pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,needs repair
repair needed for engine pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,needs repair
engine pump hose requires repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,needs repair
repair engine pump hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,needs repair
mast dust flap needs repair,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,mast dust flap,needs repair
mast dust flap requires repair,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,mast dust flap,needs repair
repair needed for mast dust flap,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,mast dust flap,needs repair
mast dust flap needs to be repaired,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,mast dust flap,needs repair
need repair mast dust flap,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,mast dust flap,needs repair
boom hose needs extending,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,boom hose,needs extending
extend boom hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,boom hose,needs extending
boom hose needs to be extended,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,boom hose,needs extending
extending needed for boom hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,boom hose,needs extending
boom hose requires extending,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,boom hose,needs extending
slew brake hose needs fitting,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs fitting
fitting needed for slew brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs fitting
slew brake hose requires fitting,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs fitting
slew brake hose needs a fitting,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs fitting
adjust fitting on slew brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs fitting
slew brake hose needs replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs replacing
replace slew brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs replacing
slew brake hose requires replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs replacing
needs replacing slew brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs replacing
replacing needed for slew brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs replacing
transmission hose needs replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,transmission hose,needs replacing
replace transmission hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,transmission hose,needs replacing
transmission hose needs to be replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,transmission hose,needs replacing
replacing needed for transmission hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,transmission hose,needs replacing
transmission hose requires replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,transmission hose,needs replacing
differential pump bolt needs replacing,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs replacing
replace differential pump bolt,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs replacing
differential pump bolt needs to be replaced,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs replacing
replacing needed for differential pump bolt,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs replacing
differential pump bolt requires replacing,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs replacing
parts washer pump hose needs repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,parts washer pump hose,needs repair
repair needed for parts washer pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,parts washer pump hose,needs repair
parts washer pump hose requires repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,parts washer pump hose,needs repair
parts washer pump hose needs to be repaired,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,parts washer pump hose,needs repair
repair parts washer pump hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,parts washer pump hose,needs repair
clevis pin has no grease,PhysicalObject/HoldingObject/FasteningObject,clevis pin,no grease
clevis pin needs grease,PhysicalObject/HoldingObject/FasteningObject,clevis pin,no grease
no grease on clevis pin,PhysicalObject/HoldingObject/FasteningObject,clevis pin,no grease
grease missing from clevis pin,PhysicalObject/HoldingObject/FasteningObject,clevis pin,no grease
clevis pin requires grease,PhysicalObject/HoldingObject/FasteningObject,clevis pin,no grease
coolant pipe clamps need loctite,PhysicalObject/HoldingObject/PositioningObject,coolant pipe clamps,needs loctite
coolant pipe clamps require loctite,PhysicalObject/HoldingObject/PositioningObject,coolant pipe clamps,needs loctite
loctite needed for coolant pipe clamps,PhysicalObject/HoldingObject/PositioningObject,coolant pipe clamps,needs loctite
coolant pipe clamps need adjusting with loctite,PhysicalObject/HoldingObject/PositioningObject,coolant pipe clamps,needs loctite
apply loctite to coolant pipe clamps,PhysicalObject/HoldingObject/PositioningObject,coolant pipe clamps,needs loctite
oil found on frame,PhysicalObject,frame,found oil
frame has found oil,PhysicalObject,frame,found oil
found oil on frame,PhysicalObject,frame,found oil
frame is found with oil,PhysicalObject,frame,found oil
frame found with oil,PhysicalObject,frame,found oil
brake pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,brake pump bolt,needs loctite
loctite needed for brake pump bolt,PhysicalObject/HoldingObject/FasteningObject,brake pump bolt,needs loctite
brake pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,brake pump bolt,needs loctite
apply loctite on brake pump bolt,PhysicalObject/HoldingObject/FasteningObject,brake pump bolt,needs loctite
brake pump bolt needs locking adhesive,PhysicalObject/HoldingObject/FasteningObject,brake pump bolt,needs loctite
battery has dropped cell,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,battery,dropped cell
dropped cell in battery,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,battery,dropped cell
battery dropped cell,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,battery,dropped cell
battery with dropped cell,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,battery,dropped cell
replace battery with dropped cell,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,battery,dropped cell
am / fm radio needs aerial,PhysicalObject/TransformingObject/SignalConvertingObject,am / fm radio,needs aerial
aerial needed for am / fm radio,PhysicalObject/TransformingObject/SignalConvertingObject,am / fm radio,needs aerial
am / fm radio requires new aerial,PhysicalObject/TransformingObject/SignalConvertingObject,am / fm radio,needs aerial
am / fm radio needs an aerial,PhysicalObject/TransformingObject/SignalConvertingObject,am / fm radio,needs aerial
replace aerial for am / fm radio,PhysicalObject/TransformingObject/SignalConvertingObject,am / fm radio,needs aerial
pin has no grease,PhysicalObject/HoldingObject/FasteningObject,pin,no grease
no grease on pin,PhysicalObject/HoldingObject/FasteningObject,pin,no grease
pin needs grease,PhysicalObject/HoldingObject/FasteningObject,pin,no grease
pin is without grease,PhysicalObject/HoldingObject/FasteningObject,pin,no grease
add grease to pin,PhysicalObject/HoldingObject/FasteningObject,pin,no grease
boom foot clevis pin has no grease,PhysicalObject/HoldingObject/FasteningObject,boom foot clevis pin,no grease
no grease on boom foot clevis pin,PhysicalObject/HoldingObject/FasteningObject,boom foot clevis pin,no grease
boom foot clevis pin needs grease,PhysicalObject/HoldingObject/FasteningObject,boom foot clevis pin,no grease
grease missing from boom foot clevis pin,PhysicalObject/HoldingObject/FasteningObject,boom foot clevis pin,no grease
boom foot clevis pin no grease present,PhysicalObject/HoldingObject/FasteningObject,boom foot clevis pin,no grease
cabin seat needs loctite,PhysicalObject/StoringObject/OpenStationaryStoringObject,cabin seat,needs loctite
loctite needed for cabin seat,PhysicalObject/StoringObject/OpenStationaryStoringObject,cabin seat,needs loctite
cabin seat requires loctite,PhysicalObject/StoringObject/OpenStationaryStoringObject,cabin seat,needs loctite
apply loctite to cabin seat,PhysicalObject/StoringObject/OpenStationaryStoringObject,cabin seat,needs loctite
cabin seat needs to use loctite,PhysicalObject/StoringObject/OpenStationaryStoringObject,cabin seat,needs loctite
steering cylinder pin has no grease,PhysicalObject/HoldingObject/FasteningObject,steering cylinder pin,no grease
no grease on steering cylinder pin,PhysicalObject/HoldingObject/FasteningObject,steering cylinder pin,no grease
steering cylinder pin needs grease,PhysicalObject/HoldingObject/FasteningObject,steering cylinder pin,no grease
steering cylinder pin lacking grease,PhysicalObject/HoldingObject/FasteningObject,steering cylinder pin,no grease
no grease found on steering cylinder pin,PhysicalObject/HoldingObject/FasteningObject,steering cylinder pin,no grease
engine pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,engine pump bolt,needs loctite
loctite needed for engine pump bolt,PhysicalObject/HoldingObject/FasteningObject,engine pump bolt,needs loctite
engine pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,engine pump bolt,needs loctite
apply loctite to engine pump bolt,PhysicalObject/HoldingObject/FasteningObject,engine pump bolt,needs loctite
engine pump bolt needs to be loctited,PhysicalObject/HoldingObject/FasteningObject,engine pump bolt,needs loctite
cabin missing smoke detector,PhysicalObject/HoldingObject/EnclosingObject,cabin,missing smoke detector
smoke detector missing from cabin,PhysicalObject/HoldingObject/EnclosingObject,cabin,missing smoke detector
cabin has missing smoke detector,PhysicalObject/HoldingObject/EnclosingObject,cabin,missing smoke detector
replace missing smoke detector in cabin,PhysicalObject/HoldingObject/EnclosingObject,cabin,missing smoke detector
cabin needs smoke detector replacement,PhysicalObject/HoldingObject/EnclosingObject,cabin,missing smoke detector
drag rope pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,drag rope pump bolt,needs loctite
loctite needed for drag rope pump bolt,PhysicalObject/HoldingObject/FasteningObject,drag rope pump bolt,needs loctite
drag rope pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,drag rope pump bolt,needs loctite
need loctite on drag rope pump bolt,PhysicalObject/HoldingObject/FasteningObject,drag rope pump bolt,needs loctite
apply loctite to drag rope pump bolt,PhysicalObject/HoldingObject/FasteningObject,drag rope pump bolt,needs loctite
differential pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs loctite
loctite needed for differential pump bolt,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs loctite
differential pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs loctite
apply loctite on differential pump bolt,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs loctite
differential pump bolt needs loctite application,PhysicalObject/HoldingObject/FasteningObject,differential pump bolt,needs loctite
slew pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,slew pump bolt,needs loctite
loctite needed for slew pump bolt,PhysicalObject/HoldingObject/FasteningObject,slew pump bolt,needs loctite
slew pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,slew pump bolt,needs loctite
apply loctite to slew pump bolt,PhysicalObject/HoldingObject/FasteningObject,slew pump bolt,needs loctite
slew pump bolt needs tightening with loctite,PhysicalObject/HoldingObject/FasteningObject,slew pump bolt,needs loctite
belly plate bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs loctite
loctite needed for belly plate bolt,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs loctite
belly plate bolt needs to be loctite,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs loctite
apply loctite to belly plate bolt,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs loctite
loctite required for belly plate bolt,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs loctite
dogbone bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,dogbone bolt,needs loctite
loctite needed for dogbone bolt,PhysicalObject/HoldingObject/FasteningObject,dogbone bolt,needs loctite
dogbone bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,dogbone bolt,needs loctite
apply loctite to dogbone bolt,PhysicalObject/HoldingObject/FasteningObject,dogbone bolt,needs loctite
dogbone bolt needs to be loctited,PhysicalObject/HoldingObject/FasteningObject,dogbone bolt,needs loctite
pto pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,pto pump bolt,needs loctite
loctite needed for pto pump bolt,PhysicalObject/HoldingObject/FasteningObject,pto pump bolt,needs loctite
pto pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,pto pump bolt,needs loctite
apply loctite to pto pump bolt,PhysicalObject/HoldingObject/FasteningObject,pto pump bolt,needs loctite
pto pump bolt needs loctite application,PhysicalObject/HoldingObject/FasteningObject,pto pump bolt,needs loctite
radio needs aerial,PhysicalObject,radio,needs aerial
radio requires new aerial,PhysicalObject,radio,needs aerial
aerial needed for radio,PhysicalObject,radio,needs aerial
radio needs its aerial,PhysicalObject,radio,needs aerial
replace aerial on radio,PhysicalObject,radio,needs aerial
clamps need loctite,PhysicalObject/HoldingObject/PositioningObject,clamps,needs loctite
loctite needed for clamps,PhysicalObject/HoldingObject/PositioningObject,clamps,needs loctite
clamps require loctite,PhysicalObject/HoldingObject/PositioningObject,clamps,needs loctite
apply loctite to clamps,PhysicalObject/HoldingObject/PositioningObject,clamps,needs loctite
clamps need loctite application,PhysicalObject/HoldingObject/PositioningObject,clamps,needs loctite
carousel bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,carousel bolt,needs loctite
loctite needed for carousel bolt,PhysicalObject/HoldingObject/FasteningObject,carousel bolt,needs loctite
carousel bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,carousel bolt,needs loctite
apply loctite to carousel bolt,PhysicalObject/HoldingObject/FasteningObject,carousel bolt,needs loctite
carousel bolt needs to be loctited,PhysicalObject/HoldingObject/FasteningObject,carousel bolt,needs loctite
a-frame clevis pin has no grease,PhysicalObject/HoldingObject/FasteningObject,a-frame clevis pin,no grease
no grease on a-frame clevis pin,PhysicalObject/HoldingObject/FasteningObject,a-frame clevis pin,no grease
a-frame clevis pin needs grease,PhysicalObject/HoldingObject/FasteningObject,a-frame clevis pin,no grease
grease missing on a-frame clevis pin,PhysicalObject/HoldingObject/FasteningObject,a-frame clevis pin,no grease
a-frame clevis pin shows no grease,PhysicalObject/HoldingObject/FasteningObject,a-frame clevis pin,no grease
bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,bolt,needs loctite
loctite needed for bolt,PhysicalObject/HoldingObject/FasteningObject,bolt,needs loctite
bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,bolt,needs loctite
bolt needs to be loctited,PhysicalObject/HoldingObject/FasteningObject,bolt,needs loctite
apply loctite on bolt,PhysicalObject/HoldingObject/FasteningObject,bolt,needs loctite
dogbone pin has no grease,PhysicalObject/HoldingObject/FasteningObject,dogbone pin,no grease
no grease in dogbone pin,PhysicalObject/HoldingObject/FasteningObject,dogbone pin,no grease
dogbone pin needs grease,PhysicalObject/HoldingObject/FasteningObject,dogbone pin,no grease
grease missing from dogbone pin,PhysicalObject/HoldingObject/FasteningObject,dogbone pin,no grease
dogbone pin is without grease,PhysicalObject/HoldingObject/FasteningObject,dogbone pin,no grease
parts washer pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,parts washer pump bolt,needs loctite
loctite needed for parts washer pump bolt,PhysicalObject/HoldingObject/FasteningObject,parts washer pump bolt,needs loctite
parts washer pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,parts washer pump bolt,needs loctite
loctite application needed on pump bolt,PhysicalObject/HoldingObject/FasteningObject,parts washer pump bolt,needs loctite
pump bolt needs loctite sealing,PhysicalObject/HoldingObject/FasteningObject,parts washer pump bolt,needs loctite
cooler pump bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,cooler pump bolt,needs loctite
loctite needed for cooler pump bolt,PhysicalObject/HoldingObject/FasteningObject,cooler pump bolt,needs loctite
cooler pump bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,cooler pump bolt,needs loctite
apply loctite to cooler pump bolt,PhysicalObject/HoldingObject/FasteningObject,cooler pump bolt,needs loctite
cooler pump bolt needs loctite application,PhysicalObject/HoldingObject/FasteningObject,cooler pump bolt,needs loctite
mast raise cylinder pin has no grease,PhysicalObject/HoldingObject/FasteningObject,mast raise cylinder pin,no grease
no grease in mast raise cylinder pin,PhysicalObject/HoldingObject/FasteningObject,mast raise cylinder pin,no grease
mast raise cylinder pin needs grease,PhysicalObject/HoldingObject/FasteningObject,mast raise cylinder pin,no grease
mast raise cylinder pin is without grease,PhysicalObject/HoldingObject/FasteningObject,mast raise cylinder pin,no grease
grease missing from mast raise cylinder pin,PhysicalObject/HoldingObject/FasteningObject,mast raise cylinder pin,no grease
oil found on revolving frame,PhysicalObject/HoldingObject/StructuralSupportingObject,revolving frame,found oil
revolving frame has found oil,PhysicalObject/HoldingObject/StructuralSupportingObject,revolving frame,found oil
found oil on revolving frame,PhysicalObject/HoldingObject/StructuralSupportingObject,revolving frame,found oil
revolving frame found oil leak,PhysicalObject/HoldingObject/StructuralSupportingObject,revolving frame,found oil
oil leak found on revolving frame,PhysicalObject/HoldingObject/StructuralSupportingObject,revolving frame,found oil
steering pin has no grease,PhysicalObject/HoldingObject/FasteningObject,steering pin,no grease
no grease on steering pin,PhysicalObject/HoldingObject/FasteningObject,steering pin,no grease
steering pin needs grease,PhysicalObject/HoldingObject/FasteningObject,steering pin,no grease
grease missing from steering pin,PhysicalObject/HoldingObject/FasteningObject,steering pin,no grease
steering pin without grease,PhysicalObject/HoldingObject/FasteningObject,steering pin,no grease
radiator blocked by grass,PhysicalObject/EmittingObject/ThermalEnergyTransferObject,radiator,blocked grass
grass blocking radiator,PhysicalObject/EmittingObject/ThermalEnergyTransferObject,radiator,blocked grass
radiator is blocked by grass,PhysicalObject/EmittingObject/ThermalEnergyTransferObject,radiator,blocked grass
blocked radiator due to grass,PhysicalObject/EmittingObject/ThermalEnergyTransferObject,radiator,blocked grass
grass obstructing radiator flow,PhysicalObject/EmittingObject/ThermalEnergyTransferObject,radiator,blocked grass
centrifuge hose leaking grease,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,centrifuge hose,leak grease
centrifuge hose has grease leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,centrifuge hose,leak grease
grease leak in centrifuge hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,centrifuge hose,leak grease
centrifuge hose leaks grease,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,centrifuge hose,leak grease
replace leaking centrifuge hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,centrifuge hose,leak grease
hose leaking oil,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak oil
oil leak in hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak oil
hose has oil leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak oil
leak oil from hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak oil
repair hose leaking oil,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hose,leak oil
cooler pump hose leaking fuel,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leak fuel
cooler pump hose leak fuel,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leak fuel
fuel leak in cooler pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leak fuel
cooler pump hose has fuel leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leak fuel
fuel leaking from cooler pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler pump hose,leak fuel
condenser fan hose leaking air,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,leaking air
leaking air from condenser fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,leaking air
condenser fan hose is leaking air,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,leaking air
air leaking from condenser fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,leaking air
replace leaking condenser fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,leaking air
swing brake hose leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leaking coolant
coolant leaking from swing brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leaking coolant
swing brake hose has leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leaking coolant
leaking coolant in swing brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leaking coolant
replace leaking swing brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leaking coolant
hoist motor hose leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist motor hose,leak coolant
leak coolant from hoist motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist motor hose,leak coolant
hoist motor hose has coolant leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist motor hose,leak coolant
coolant leak in hoist motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist motor hose,leak coolant
replace hoist motor hose leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist motor hose,leak coolant
slew motor hose leaking fuel,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew motor hose,leak fuel
fuel leak from slew motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew motor hose,leak fuel
slew motor hose has fuel leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew motor hose,leak fuel
leak fuel in slew motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew motor hose,leak fuel
replace slew motor hose leaking fuel,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew motor hose,leak fuel
drag brake pump leaks fuel,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag brake pump,leak fuel
fuel leaking from drag brake pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag brake pump,leak fuel
drag brake pump has fuel leak,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag brake pump,leak fuel
leak fuel from drag brake pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag brake pump,leak fuel
drag brake pump is leaking fuel,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag brake pump,leak fuel
drag rope pump leaking fuel,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leaking fuel
leaking fuel from drag rope pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leaking fuel
drag rope pump is leaking fuel,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leaking fuel
fuel leaking from drag rope pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leaking fuel
drag rope pump has leaking fuel,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leaking fuel
walk motor brake cooling return hose leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,walk motor brake cooling return hose,leaking coolant
leaking coolant from walk motor brake cooling return hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,walk motor brake cooling return hose,leaking coolant
walk motor brake cooling return hose has coolant leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,walk motor brake cooling return hose,leaking coolant
coolant leaking from walk motor brake cooling return hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,walk motor brake cooling return hose,leaking coolant
walk motor brake cooling return hose coolant leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,walk motor brake cooling return hose,leaking coolant
pto pump hose leaking coolant,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,pto pump hose,leak coolant
